id,first_name,last_name,email,gender,ip_address,created_at,age,lifetime_value,churn_risk_score,segment
894,Kat,Hamblett,khamblettot@geocities.com,Female,49.156.42.185,24/12/2024,51,19052,734,Inactive > 90 Days
895,Marcelo,Rebillard,mrebillardou@usgs.gov,Male,241.168.95.51,02/01/2025,27,1731,2659,Churn Risk
896,Marilin,Joisce,mjoisceov@constantcontact.com,Female,211.217.190.122,29/05/2025,78,7092,12698,New Signups (Last 30 Days)
897,Gilles,Clackson,gclacksonow@dailymail.co.uk,Male,232.201.95.58,16/09/2025,32,282,16876,Churn Risk
898,Brittany,Pirt,bpirtox@bizjournals.com,Female,167.0.255.82,20/12/2024,78,9248,2849,New Signups (Last 30 Days)
899,Raimondo,Pregel,rpregeloy@sphinn.com,Male,219.74.41.253,05/10/2025,28,4010,11378,High CLV Customers
900,Janessa,Shipperbottom,jshipperbottomoz@hc360.com,Female,146.56.145.90,15/01/2025,60,16398,4353,Churn Risk
901,Alayne,Selwin,aselwinp0@de.vu,Agender,73.112.160.52,29/03/2025,52,12083,12477,Inactive > 90 Days
902,Kayley,Woodhall,kwoodhallp1@google.nl,Female,156.50.77.208,12/09/2025,20,19422,12420,Churn Risk
903,Valli,Sporgeon,vsporgeonp2@over-blog.com,Female,42.43.115.17,06/04/2025,51,557,3120,New Signups (Last 30 Days)
904,Valene,Woollhead,vwoollheadp3@mediafire.com,Female,203.3.113.123,08/11/2025,67,18153,18189,Inactive > 90 Days
905,Baxy,Mattisson,bmattissonp4@unc.edu,Male,195.202.243.211,15/03/2025,19,15250,17366,Inactive > 90 Days
906,Janey,Venard,jvenardp5@aol.com,Female,149.145.50.164,10/05/2025,26,5451,9677,Inactive > 90 Days
907,Antonietta,Gough,agoughp6@columbia.edu,Female,138.163.25.97,05/11/2025,30,19982,6760,High CLV Customers
908,Dame,Brotherton,dbrothertonp7@paypal.com,Male,41.43.223.159,12/08/2025,38,15668,15153,Churn Risk
909,Morris,Leek,mleekp8@princeton.edu,Male,180.30.91.8,17/03/2025,37,1231,16978,Churn Risk
910,Courtenay,Grisbrook,cgrisbrookp9@mit.edu,Female,245.214.220.131,28/01/2025,48,3543,3421,Churn Risk
911,Ethelyn,Schruyers,eschruyerspa@usgs.gov,Female,10.182.250.195,24/12/2024,58,10718,19440,Churn Risk
912,Judie,Ventura,jventurapb@auda.org.au,Female,70.181.104.26,07/12/2025,39,15812,2073,Inactive > 90 Days
913,Ossie,Oxford,ooxfordpc@sohu.com,Male,102.75.119.140,04/05/2025,55,161,18041,New Signups (Last 30 Days)
914,Winnifred,Dorian,wdorianpd@dmoz.org,Female,170.131.158.30,03/10/2025,70,164,15095,Inactive > 90 Days
915,Manolo,Heliar,mheliarpe@printfriendly.com,Male,126.199.24.70,15/01/2025,61,10711,5082,Inactive > 90 Days
916,Bayard,Cale,bcalepf@discovery.com,Male,220.154.64.94,20/06/2025,22,2609,16824,Inactive > 90 Days
917,Sherline,Bernth,sbernthpg@icq.com,Female,244.184.187.163,14/01/2025,71,15074,18372,New Signups (Last 30 Days)
918,Hillie,Bowhay,hbowhayph@dion.ne.jp,Male,151.202.231.0,19/01/2025,31,13136,17458,Churn Risk
919,Wilbert,Hepher,whepherpi@hp.com,Male,175.54.8.191,06/09/2025,20,405,5173,Churn Risk
920,Riobard,Pinsent,rpinsentpj@g.co,Agender,48.77.238.89,23/08/2025,51,1846,5345,Inactive > 90 Days
921,Ottilie,Larkworthy,olarkworthypk@soundcloud.com,Female,241.0.4.55,28/04/2025,19,6212,18022,Churn Risk
922,Woodrow,Kitchenham,wkitchenhampl@vimeo.com,Male,151.136.95.176,06/12/2025,63,8976,2686,Inactive > 90 Days
923,Austen,Romi,aromipm@noaa.gov,Male,160.86.19.11,20/08/2025,48,6688,17946,High CLV Customers
924,Yale,McConville,ymcconvillepn@nyu.edu,Male,177.250.130.116,18/03/2025,61,19278,9237,High CLV Customers
925,Ag,Bittlestone,abittlestonepo@privacy.gov.au,Female,110.196.151.218,29/01/2025,45,13174,15110,Inactive > 90 Days
926,Des,McLeese,dmcleesepp@yelp.com,Male,79.243.248.192,12/01/2025,32,4661,8343,High CLV Customers
927,Pate,Reddan,preddanpq@ucoz.ru,Male,43.194.113.46,27/06/2025,60,14847,324,Inactive > 90 Days
928,Windham,O'Hickey,wohickeypr@cargocollective.com,Male,127.247.21.16,01/04/2025,25,2108,11099,Churn Risk
929,Kendrick,Furlonge,kfurlongeps@uiuc.edu,Male,62.207.21.51,25/03/2025,38,17035,17423,Inactive > 90 Days
930,Benny,Bowerbank,bbowerbankpt@jigsy.com,Female,221.244.71.45,27/11/2025,51,16580,393,Churn Risk
931,Garrik,Demann,gdemannpu@statcounter.com,Male,142.79.41.226,04/10/2025,79,10755,11499,New Signups (Last 30 Days)
932,Martelle,Alesi,malesipv@pcworld.com,Female,102.116.147.1,18/02/2025,26,19487,2155,New Signups (Last 30 Days)
933,Ophelie,Cockrem,ocockrempw@imdb.com,Agender,247.175.203.181,03/04/2025,29,16395,397,Inactive > 90 Days
934,Chloris,Sullivan,csullivanpx@walmart.com,Female,196.32.95.81,22/02/2025,67,1108,11099,High CLV Customers
935,Chrystal,Counihan,ccounihanpy@dell.com,Female,146.82.159.12,08/07/2025,80,15779,3712,New Signups (Last 30 Days)
936,Clarissa,Garretson,cgarretsonpz@upenn.edu,Female,159.69.64.230,15/08/2025,28,9161,3615,Inactive > 90 Days
937,Taryn,Cammomile,tcammomileq0@nifty.com,Female,155.34.105.154,24/11/2025,41,4462,2591,Inactive > 90 Days
938,Lizbeth,Heberden,lheberdenq1@washingtonpost.com,Female,171.129.242.103,30/12/2024,79,15250,6368,Churn Risk
939,Romain,Adelsberg,radelsbergq2@npr.org,Male,81.108.108.10,15/01/2025,43,10015,18304,High CLV Customers
940,Andriette,Thibodeaux,athibodeauxq3@gizmodo.com,Female,9.232.168.15,26/12/2024,26,6526,8150,New Signups (Last 30 Days)
941,Lutero,Nortcliffe,lnortcliffeq4@ovh.net,Male,171.58.180.45,11/05/2025,24,1798,16771,High CLV Customers
942,Ken,Reeves,kreevesq5@zimbio.com,Male,96.20.90.152,27/05/2025,28,17176,9963,Inactive > 90 Days
943,Dulcy,Guarin,dguarinq6@devhub.com,Polygender,0.192.243.241,18/08/2025,32,9474,12696,High CLV Customers
944,Shanan,Fitchell,sfitchellq7@comcast.net,Male,77.48.250.109,26/06/2025,68,15302,16743,High CLV Customers
945,Rozamond,Ottiwill,rottiwillq8@liveinternet.ru,Female,242.146.166.27,12/08/2025,79,18839,14302,High CLV Customers
946,Obie,Gascone,ogasconeq9@sakura.ne.jp,Male,193.91.130.34,08/03/2025,48,17473,2817,Inactive > 90 Days
947,Bruno,Brugmann,bbrugmannqa@nbcnews.com,Male,56.110.59.71,16/09/2025,62,9804,14063,Churn Risk
948,Carny,Rosewarne,crosewarneqb@shutterfly.com,Male,182.23.5.148,01/02/2025,69,9835,11556,High CLV Customers
949,Belinda,Pavy,bpavyqc@friendfeed.com,Female,52.155.214.239,24/10/2025,55,5738,16055,Churn Risk
950,Gabe,Keoghan,gkeoghanqd@mapy.cz,Male,116.82.172.157,05/08/2025,26,14783,5631,New Signups (Last 30 Days)
951,Andros,Physick,aphysickqe@wired.com,Male,219.128.32.48,07/05/2025,50,12691,16839,High CLV Customers
952,Colleen,Highman,chighmanqf@liveinternet.ru,Female,11.174.7.225,24/04/2025,57,4119,17509,Inactive > 90 Days
953,Adina,Attril,aattrilqg@dyndns.org,Female,130.31.122.231,09/09/2025,19,13831,12859,Inactive > 90 Days
954,Feliks,Websdale,fwebsdaleqh@facebook.com,Male,217.199.120.198,01/08/2025,45,9593,2885,New Signups (Last 30 Days)
955,Guido,Boughtwood,gboughtwoodqi@bbb.org,Male,46.94.140.156,22/03/2025,24,7521,1330,Inactive > 90 Days
956,Rouvin,Soutar,rsoutarqj@shareasale.com,Male,230.201.120.225,05/03/2025,79,13396,18743,Inactive > 90 Days
957,Prent,Fawson,pfawsonqk@reverbnation.com,Male,61.164.213.45,01/05/2025,31,9300,13443,High CLV Customers
958,Jelene,Fidelus,jfidelusql@shinystat.com,Female,1.97.236.73,20/03/2025,79,12431,9585,High CLV Customers
959,Lamar,Sidle,lsidleqm@accuweather.com,Male,110.85.52.93,22/02/2025,59,16638,12508,Churn Risk
960,Marsh,Mandres,mmandresqn@cbslocal.com,Male,192.246.155.88,25/01/2025,36,7512,10820,New Signups (Last 30 Days)
961,Kellby,Elsie,kelsieqo@noaa.gov,Male,14.147.250.154,22/09/2025,24,1434,15879,New Signups (Last 30 Days)
962,Leandra,Pughe,lpugheqp@free.fr,Female,93.64.38.40,10/09/2025,65,818,12049,Churn Risk
963,Priscilla,St. Clair,pstclairqq@cocolog-nifty.com,Female,111.156.47.231,03/11/2025,38,938,1393,Churn Risk
964,Valentia,Brockherst,vbrockherstqr@answers.com,Female,224.102.137.252,19/04/2025,80,14680,13358,New Signups (Last 30 Days)
965,Reagan,Scedall,rscedallqs@nasa.gov,Male,196.95.246.187,13/09/2025,39,10973,10304,Inactive > 90 Days
966,Libbie,Wayon,lwayonqt@studiopress.com,Female,22.6.210.155,10/05/2025,77,5933,12294,High CLV Customers
967,Minny,Jowitt,mjowittqu@chicagotribune.com,Female,143.90.198.141,28/02/2025,50,266,11385,New Signups (Last 30 Days)
968,Tyson,Smitten,tsmittenqv@creativecommons.org,Male,173.38.128.65,20/02/2025,40,15136,7815,Churn Risk
969,Tristam,Ronisch,tronischqw@mozilla.org,Male,87.118.166.131,22/08/2025,26,16654,5571,Inactive > 90 Days
970,Alane,Lott,alottqx@qq.com,Female,214.99.234.158,26/11/2025,68,18895,4473,New Signups (Last 30 Days)
971,Afton,Siddens,asiddensqy@paypal.com,Female,216.10.63.84,08/07/2025,59,4689,5888,Churn Risk
972,Quill,Devany,qdevanyqz@thetimes.co.uk,Male,244.182.124.62,28/12/2024,68,4005,14323,Inactive > 90 Days
973,Berry,Iddens,biddensr0@squidoo.com,Female,225.181.107.20,21/08/2025,79,6872,2956,Churn Risk
974,Alisander,Stegers,astegersr1@cisco.com,Male,107.52.137.208,20/01/2025,30,3791,4588,New Signups (Last 30 Days)
975,Umeko,Boxill,uboxillr2@weibo.com,Female,116.49.142.23,11/04/2025,66,3901,4519,Inactive > 90 Days
976,Carena,Kitteman,ckittemanr3@bloglines.com,Female,35.113.147.9,06/04/2025,77,18167,3992,High CLV Customers
977,Abe,Imm,aimmr4@springer.com,Male,163.145.197.233,25/09/2025,37,13799,9394,New Signups (Last 30 Days)
978,Josias,Curless,jcurlessr5@newyorker.com,Male,223.110.132.188,09/12/2024,22,6514,12793,Inactive > 90 Days
979,Arabel,Lafford,alaffordr6@youku.com,Female,71.124.76.1,01/12/2025,25,11726,8860,High CLV Customers
980,Cordelie,McCarroll,cmccarrollr7@dyndns.org,Female,46.201.247.239,26/07/2025,33,7500,853,High CLV Customers
981,Archambault,Eagles,aeaglesr8@xrea.com,Male,23.252.234.243,16/08/2025,75,13521,3580,Churn Risk
982,Cinda,Ades,cadesr9@google.com,Female,21.181.58.156,24/03/2025,69,717,16114,Inactive > 90 Days
983,Mellie,Kingsley,mkingsleyra@example.com,Female,220.99.145.0,21/08/2025,69,2988,3597,High CLV Customers
984,Wilhelmine,Baudon,wbaudonrb@ezinearticles.com,Genderfluid,192.209.224.117,10/08/2025,30,9967,9690,Churn Risk
985,Amalle,Dauney,adauneyrc@rakuten.co.jp,Female,22.57.14.125,23/05/2025,36,6794,4952,Churn Risk
986,Mathias,Limmer,mlimmerrd@cloudflare.com,Male,133.123.180.191,25/06/2025,79,11978,12649,Churn Risk
987,Raoul,Stear,rstearre@theguardian.com,Male,163.138.192.17,04/04/2025,40,10689,3903,New Signups (Last 30 Days)
988,Raquela,Jiruca,rjirucarf@is.gd,Female,74.228.146.150,13/11/2025,71,2183,9507,New Signups (Last 30 Days)
989,Almeta,Croyser,acroyserrg@plala.or.jp,Female,130.181.11.171,19/01/2025,27,6489,5715,Churn Risk
990,Farra,Fischer,ffischerrh@dailymotion.com,Female,32.72.161.134,05/03/2025,36,5980,17738,Churn Risk
991,Jozef,Smead,jsmeadri@printfriendly.com,Male,123.159.53.51,30/05/2025,57,8630,16658,High CLV Customers
992,Florencia,Cumberpatch,fcumberpatchrj@umn.edu,Female,167.62.76.38,18/08/2025,24,3797,6895,New Signups (Last 30 Days)
993,Lucien,Tatterton,ltattertonrk@chronoengine.com,Male,170.64.190.101,09/07/2025,41,8677,14589,New Signups (Last 30 Days)
994,Sidonnie,Gilfether,sgilfetherrl@tuttocitta.it,Female,119.235.210.231,14/10/2025,34,3463,15373,High CLV Customers
995,Minni,Core,mcorerm@cnet.com,Female,35.55.153.1,20/02/2025,75,4165,12197,Inactive > 90 Days
996,Dorene,Burgne,dburgnern@ihg.com,Genderfluid,206.158.230.151,06/04/2025,53,15422,18380,Inactive > 90 Days
997,Lonnard,Cudby,lcudbyro@japanpost.jp,Male,219.86.225.3,28/05/2025,79,15490,2278,Churn Risk
998,Hayley,Falvey,hfalveyrp@stumbleupon.com,Female,127.81.118.43,29/03/2025,77,10783,14910,New Signups (Last 30 Days)
999,Sayres,Tarn,starnrq@cafepress.com,Male,120.40.89.213,29/12/2024,60,8491,12001,Churn Risk
1000,Den,Traut,dtrautrr@creativecommons.org,Male,220.90.130.212,30/11/2025,49,17913,11548,Churn Risk
